Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
2024-04-04,170.070007,177.190002,168.009995,171.110001,,123162000.000000,TSLA
2024-04-05,169.080002,170.860001,160.509995,164.899994,,141250700.000000,TSLA
2024-04-08,169.339996,174.500000,167.789993,172.979996,,104423300.000000,TSLA
2024-04-09,172.910004,179.220001,171.919998,176.880005,,103232700.000000,TSLA
2024-04-10,173.039993,174.929993,170.009995,171.759995,,84532400.000000,TSLA
2024-04-11,172.550003,175.880005,168.509995,174.600006,,94516000.000000,TSLA
2024-04-12,172.339996,173.809998,170.360001,171.050003,,64506600.000000,TSLA
2024-04-15,170.240005,170.690002,161.380005,161.479996,,100245300.000000,TSLA
2024-04-16,156.740005,158.190002,153.750000,157.110001,,97000000.000000,TSLA
2024-04-17,157.639999,158.330002,153.779999,155.449997,,82439700.000000,TSLA
2024-04-18,151.250000,152.199997,148.699997,149.929993,,96098800.000000,TSLA
2024-04-19,148.970001,150.940002,146.220001,147.050003,,86005100.000000,TSLA
2024-04-22,140.559998,144.440002,138.800003,142.050003,,107097600.000000,TSLA
2024-04-23,143.330002,147.259995,141.110001,144.679993,,124545100.000000,TSLA
2024-04-24,162.839996,167.970001,157.509995,162.130005,,181178000.000000,TSLA
2024-04-25,158.960007,170.880005,158.360001,170.179993,,126427500.000000,TSLA
2024-04-26,168.850006,172.119995,166.369995,168.289993,,109815700.000000,TSLA
2024-04-29,188.419998,198.869995,184.539993,194.050003,,243869700.000000,TSLA
2024-04-30,186.979996,190.949997,182.839996,183.279999,,127031800.000000,TSLA
2024-05-01,182.000000,185.860001,179.009995,179.990005,,92829700.000000,TSLA
2024-05-02,182.860001,184.600006,176.020004,180.009995,,89148000.000000,TSLA
2024-05-03,182.100006,184.779999,178.419998,181.190002,,75491500.000000,TSLA
2024-05-06,183.800003,187.559998,182.199997,184.759995,,84390300.000000,TSLA
2024-05-07,182.399994,183.259995,177.399994,177.809998,,75045900.000000,TSLA
2024-05-08,171.589996,176.059998,170.149994,174.720001,,79969500.000000,TSLA
2024-05-09,175.009995,175.619995,171.369995,171.970001,,65950300.000000,TSLA
2024-05-10,173.050003,173.059998,167.750000,168.470001,,72627200.000000,TSLA
2024-05-13,170.000000,175.399994,169.000000,171.889999,,67018900.000000,TSLA
2024-05-14,174.500000,179.490005,174.070007,177.550003,,86407400.000000,TSLA
2024-05-15,179.899994,180.000000,173.110001,173.990005,,79663000.000000,TSLA
2024-05-16,174.100006,175.789993,171.429993,174.839996,,59812200.000000,TSLA
2024-05-17,173.550003,179.630005,172.750000,177.460007,,77445800.000000,TSLA
2024-05-20,177.559998,177.750000,173.520004,174.949997,,61727400.000000,TSLA
2024-05-21,175.509995,186.880005,174.710007,186.600006,,115266500.000000,TSLA
2024-05-22,182.850006,183.800003,178.119995,180.110001,,88313500.000000,TSLA
2024-05-23,181.800003,181.899994,173.259995,173.740005,,71975500.000000,TSLA
2024-05-24,174.839996,180.080002,173.729996,179.240005,,65479700.000000,TSLA
2024-05-28,176.399994,178.250000,173.160004,176.750000,,59736600.000000,TSLA
2024-05-29,174.190002,178.149994,173.929993,176.190002,,54782600.000000,TSLA
2024-05-30,178.580002,182.669998,175.380005,178.789993,,77784800.000000,TSLA
2024-05-31,178.500000,180.320007,173.820007,178.080002,,67314600.000000,TSLA
2024-06-03,178.130005,182.639999,174.490005,176.289993,,68568900.000000,TSLA
2024-06-04,174.779999,177.759995,174.000000,174.770004,,60056300.000000,TSLA
2024-06-05,175.350006,176.149994,172.130005,175.000000,,57953800.000000,TSLA
2024-06-06,174.600006,179.729996,172.729996,177.940002,,69887000.000000,TSLA
2024-06-07,176.130005,179.350006,175.580002,177.479996,,56244900.000000,TSLA
2024-06-10,176.059998,178.570007,173.169998,173.789993,,50869700.000000,TSLA
2024-06-11,173.919998,174.750000,167.410004,170.660004,,64761900.000000,TSLA
2024-06-12,171.119995,180.550003,169.800003,177.289993,,90389400.000000,TSLA
2024-06-13,188.389999,191.080002,181.229996,182.470001,,118984100.000000,TSLA
2024-06-14,185.800003,186.000000,176.919998,178.009995,,82038200.000000,TSLA
2024-06-17,177.919998,188.809998,177.000000,187.440002,,109786100.000000,TSLA
2024-06-18,186.559998,187.199997,182.369995,184.860001,,68982300.000000,TSLA
2024-06-20,184.679993,185.210007,179.660004,181.570007,,55893100.000000,TSLA
2024-06-21,182.300003,183.949997,180.690002,183.009995,,63029500.000000,TSLA
2024-06-24,184.970001,188.800003,182.550003,182.580002,,61992100.000000,TSLA
2024-06-25,184.399994,187.970001,182.009995,187.350006,,63678300.000000,TSLA
2024-06-26,186.539993,197.759995,186.360001,196.369995,,95737100.000000,TSLA
2024-06-27,195.169998,198.720001,194.050003,197.419998,,72746500.000000,TSLA
2024-06-28,199.550003,203.199997,195.259995,197.880005,,95438100.000000,TSLA
2024-07-01,201.020004,213.229996,200.850006,209.860001,,135691400.000000,TSLA
2024-07-02,218.889999,231.300003,218.059998,231.259995,,205047900.000000,TSLA
2024-07-03,234.559998,248.350006,234.250000,246.389999,,166561500.000000,TSLA
2024-07-05,249.809998,252.369995,242.460007,251.520004,,154501200.000000,TSLA
2024-07-08,247.710007,259.440002,244.570007,252.940002,,157219600.000000,TSLA
2024-07-09,251.000000,265.609985,250.300003,262.329987,,160210900.000000,TSLA
2024-07-10,262.799988,267.589996,257.859985,263.260010,,128519400.000000,TSLA
2024-07-11,263.299988,271.000000,239.649994,241.029999,,221707300.000000,TSLA
2024-07-12,235.800003,251.839996,233.089996,248.229996,,155955800.000000,TSLA
2024-07-15,255.970001,265.600006,251.729996,252.639999,,146912900.000000,TSLA
2024-07-16,255.309998,258.619995,245.800003,256.559998,,126332500.000000,TSLA
2024-07-17,252.729996,258.470001,246.179993,248.500000,,115584800.000000,TSLA
2024-07-18,251.089996,257.140015,247.199997,249.229996,,110869000.000000,TSLA
2024-07-19,247.789993,249.440002,236.830002,239.199997,,87403900.000000,TSLA
2024-07-22,244.210007,253.210007,243.750000,251.509995,,101225400.000000,TSLA
2024-07-23,253.600006,255.759995,245.630005,246.380005,,111928200.000000,TSLA
2024-07-24,225.419998,225.990005,214.710007,215.990005,,167942900.000000,TSLA
2024-07-25,216.800003,226.000000,216.229996,220.250000,,100636500.000000,TSLA
2024-07-26,221.190002,222.279999,215.330002,219.800003,,94604100.000000,TSLA
2024-07-29,224.899994,234.270004,224.699997,232.100006,,129201800.000000,TSLA
2024-07-30,232.250000,232.410004,220.000000,222.619995,,100560300.000000,TSLA
2024-07-31,227.899994,234.679993,226.789993,232.070007,,67497000.000000,TSLA
2024-08-01,227.690002,231.869995,214.330002,216.860001,,83861900.000000,TSLA
2024-08-02,214.880005,216.130005,205.779999,207.669998,,82880100.000000,TSLA
2024-08-05,185.220001,203.880005,182.000000,198.880005,,100308800.000000,TSLA
2024-08-06,200.750000,202.899994,192.669998,200.639999,,73783900.000000,TSLA
2024-08-07,200.770004,203.490005,191.479996,191.759995,,71159800.000000,TSLA
2024-08-08,195.699997,200.699997,192.039993,198.839996,,65033900.000000,TSLA
2024-08-09,197.050003,200.880005,195.110001,200.000000,,58648300.000000,TSLA
2024-08-12,199.020004,199.259995,194.669998,197.490005,,64044900.000000,TSLA
2024-08-13,198.470001,208.490005,197.059998,207.830002,,76247400.000000,TSLA
2024-08-14,207.389999,208.440002,198.750000,201.380005,,70250000.000000,TSLA
2024-08-15,205.020004,215.880005,204.820007,214.139999,,89848500.000000,TSLA
2024-08-16,211.149994,219.800003,210.800003,216.119995,,88765100.000000,TSLA
2024-08-19,217.070007,222.979996,214.089996,222.720001,,76435200.000000,TSLA
2024-08-20,224.880005,228.220001,219.559998,221.100006,,74001200.000000,TSLA
2024-08-21,222.669998,224.660004,218.860001,223.270004,,70146000.000000,TSLA
2024-08-22,223.820007,224.800003,210.320007,210.660004,,79514500.000000,TSLA
2024-08-23,214.460007,221.479996,214.210007,220.320007,,81525200.000000,TSLA
2024-08-26,218.750000,219.089996,211.009995,213.210007,,59301200.000000,TSLA
2024-08-27,213.250000,215.660004,206.940002,209.210007,,62821400.000000,TSLA
2024-08-28,209.720001,211.839996,202.589996,205.750000,,64116400.000000,TSLA
2024-08-29,209.800003,214.889999,205.970001,206.279999,,62308800.000000,TSLA
2024-08-30,208.630005,214.570007,207.029999,214.110001,,63370600.000000,TSLA
2024-09-03,215.259995,219.899994,209.639999,210.600006,,76714200.000000,TSLA
2024-09-04,210.589996,222.220001,210.570007,219.410004,,80651800.000000,TSLA
2024-09-05,223.490005,235.000000,222.250000,230.169998,,119355000.000000,TSLA
2024-09-06,232.600006,233.600006,210.509995,210.729996,,112177000.000000,TSLA
2024-09-09,216.199997,219.869995,213.669998,216.270004,,67443500.000000,TSLA
2024-09-10,220.070007,226.399994,218.639999,226.169998,,78891100.000000,TSLA
2024-09-11,224.550003,228.470001,216.800003,228.130005,,83548600.000000,TSLA
2024-09-12,224.660004,231.449997,223.830002,229.809998,,72020000.000000,TSLA
2024-09-13,228.000000,232.669998,226.320007,230.289993,,59515100.000000,TSLA
2024-09-16,229.300003,229.960007,223.529999,226.779999,,54323000.000000,TSLA
2024-09-17,229.449997,234.570007,226.550003,227.869995,,66761600.000000,TSLA
2024-09-18,230.089996,235.679993,226.880005,227.199997,,78010200.000000,TSLA
2024-09-19,234.000000,244.240005,232.130005,243.919998,,102694600.000000,TSLA
2024-09-20,241.520004,243.990005,235.919998,238.250000,,99879100.000000,TSLA
2024-09-23,242.610001,250.000000,241.919998,250.000000,,86927200.000000,TSLA
2024-09-24,254.080002,257.190002,249.050003,254.270004,,88491000.000000,TSLA
2024-09-25,252.539993,257.049988,252.279999,257.019989,,65034300.000000,TSLA
2024-09-26,260.600006,261.750000,251.529999,254.220001,,67142200.000000,TSLA
2024-09-27,257.380005,260.700012,254.119995,260.459991,,70988100.000000,TSLA
2024-09-30,259.040009,264.859985,255.770004,261.630005,,80705700.000000,TSLA
2024-10-01,262.670013,263.980011,248.529999,258.019989,,87397600.000000,TSLA
2024-10-02,247.550003,251.160004,241.500000,249.020004,,93983900.000000,TSLA
2024-10-03,244.479996,249.789993,237.809998,240.660004,,80729200.000000,TSLA
2024-10-04,246.690002,250.960007,244.580002,250.080002,,86573200.000000,TSLA
2024-10-07,249.000000,249.830002,240.699997,240.830002,,68113300.000000,TSLA
2024-10-08,243.559998,246.210007,240.559998,244.500000,,56303200.000000,TSLA
2024-10-09,243.820007,247.429993,239.509995,241.050003,,66289500.000000,TSLA
2024-10-10,241.809998,242.789993,232.339996,238.770004,,83087100.000000,TSLA
2024-10-11,220.130005,223.339996,214.380005,217.800003,,142628900.000000,TSLA
2024-10-14,220.130005,221.910004,213.740005,219.160004,,86291900.000000,TSLA
2024-10-15,220.009995,224.259995,217.119995,219.570007,,62988800.000000,TSLA
2024-10-16,221.399994,222.820007,218.929993,221.330002,,49632800.000000,TSLA
2024-10-17,221.589996,222.080002,217.899994,220.889999,,50791800.000000,TSLA
2024-10-18,220.710007,222.279999,219.229996,220.699997,,49611900.000000,TSLA
2024-10-21,218.899994,220.479996,215.729996,218.850006,,47329000.000000,TSLA
2024-10-22,217.309998,218.220001,215.259995,217.970001,,43268700.000000,TSLA
2024-10-23,217.130005,218.720001,212.110001,213.649994,,80938900.000000,TSLA
2024-10-24,244.679993,262.119995,242.649994,260.480011,,204491900.000000,TSLA
2024-10-25,256.010010,269.489990,255.320007,269.190002,,161611900.000000,TSLA
2024-10-28,270.000000,273.540009,262.239990,262.510010,,107653600.000000,TSLA
2024-10-29,264.510010,264.980011,255.509995,259.519989,,80521800.000000,TSLA
2024-10-30,258.040009,263.350006,255.820007,257.549988,,53993600.000000,TSLA
2024-10-31,257.989990,259.750000,249.250000,249.850006,,66575300.000000,TSLA
2024-11-01,252.039993,254.000000,246.630005,248.979996,,57544800.000000,TSLA
2024-11-04,244.559998,248.899994,238.880005,242.839996,,68802400.000000,TSLA
2024-11-05,247.339996,255.279999,246.210007,251.440002,,69282500.000000,TSLA
2024-11-06,284.670013,289.589996,275.619995,288.529999,,165228700.000000,TSLA
2024-11-07,288.890015,299.750000,285.519989,296.910004,,117309200.000000,TSLA
2024-11-08,299.140015,328.709991,297.660004,321.220001,,204782800.000000,TSLA
2024-11-11,346.299988,358.640015,336.000000,350.000000,,210521600.000000,TSLA
2024-11-12,342.739990,345.839996,323.309998,328.489990,,155726000.000000,TSLA
2024-11-13,335.850006,344.600006,322.500000,330.239990,,125405600.000000,TSLA
2024-11-14,327.690002,329.980011,310.369995,311.179993,,120726100.000000,TSLA
2024-11-15,310.570007,324.679993,309.220001,320.720001,,114440300.000000,TSLA
2024-11-18,340.730011,348.549988,330.010010,338.739990,,126547500.000000,TSLA
2024-11-19,335.760010,347.380005,332.750000,346.000000,,88852500.000000,TSLA
2024-11-20,345.000000,346.600006,334.299988,342.029999,,66340700.000000,TSLA
2024-11-21,343.809998,347.989990,335.279999,339.640015,,58011700.000000,TSLA
2024-11-22,341.089996,361.529999,337.700012,352.559998,,89140700.000000,TSLA
2024-11-25,360.140015,361.929993,338.200012,338.589996,,95890900.000000,TSLA
2024-11-26,341.000000,346.959991,335.660004,338.230011,,62295900.000000,TSLA
2024-11-27,341.799988,342.549988,326.589996,332.890015,,57896400.000000,TSLA
2024-11-29,336.079987,345.450012,334.649994,345.160004,,37167600.000000,TSLA
2024-12-02,352.380005,360.000000,351.149994,357.089996,,77986500.000000,TSLA
2024-12-03,351.799988,355.690002,348.200012,351.420013,,58267200.000000,TSLA
2024-12-04,353.000000,358.100006,348.600006,357.929993,,50810900.000000,TSLA
2024-12-05,359.869995,375.429993,359.500000,369.489990,,81403600.000000,TSLA
2024-12-06,377.420013,389.489990,370.799988,389.220001,,81455800.000000,TSLA
2024-12-09,397.609985,404.799988,378.010010,389.790009,,96359200.000000,TSLA
2024-12-10,392.679993,409.730011,390.850006,400.989990,,97563600.000000,TSLA
2024-12-11,409.700012,424.880005,402.380005,424.769989,,104287600.000000,TSLA
2024-12-12,424.839996,429.299988,415.000000,418.100006,,87752200.000000,TSLA
2024-12-13,420.000000,436.299988,415.709991,436.230011,,89000200.000000,TSLA
2024-12-16,441.089996,463.190002,436.149994,463.019989,,114083800.000000,TSLA
2024-12-17,475.899994,483.989990,457.510010,479.859985,,131223000.000000,TSLA
2024-12-18,466.500000,488.540009,427.010010,440.130005,,149340800.000000,TSLA
2024-12-19,451.880005,456.359985,420.019989,436.170013,,118566100.000000,TSLA
2024-12-20,425.510010,447.079987,417.640015,421.059998,,132216200.000000,TSLA
2024-12-23,431.000000,434.510010,415.410004,430.600006,,72698100.000000,TSLA
2024-12-24,435.899994,462.779999,435.140015,462.279999,,59551800.000000,TSLA
2024-12-26,465.160004,465.329987,451.019989,454.130005,,76366400.000000,TSLA
2024-12-27,449.519989,450.000000,426.500000,431.660004,,82666800.000000,TSLA
2024-12-30,419.399994,427.000000,415.750000,417.410004,,64941000.000000,TSLA
2024-01-02,370.342474,372.363289,363.319185,367.380615,,25258600.000000,MSFT
2024-01-03,365.538123,369.748136,365.042827,367.113159,,23083500.000000,MSFT
2024-01-04,367.182505,369.589635,363.715435,364.478180,,20901500.000000,MSFT
2024-01-05,365.498501,368.559424,363.051739,364.289978,,20987000.000000,MSFT
2024-01-08,365.825371,371.669884,365.538121,371.164673,,23134000.000000,MSFT
2024-01-09,368.509899,372.452434,367.697607,372.254333,,20830000.000000,MSFT
2024-01-10,372.828862,380.555492,372.779344,379.168640,,25514200.000000,MSFT
2024-01-11,382.368214,387.004173,376.801096,381.011108,,27850800.000000,MSFT
2024-01-12,381.863060,385.023049,381.030967,384.815033,,21645700.000000,MSFT
2024-01-16,389.956203,390.322717,383.973022,386.598083,,27202300.000000,MSFT
2024-01-17,384.329662,386.439596,381.189474,385.805634,,22234100.000000,MSFT
2024-01-18,388.034450,390.283081,386.449497,390.164215,,23392100.000000,MSFT
2024-01-19,392.036443,394.919067,389.797697,394.919067,,29272000.000000,MSFT
2024-01-22,396.256374,396.850735,389.886879,392.779419,,27016900.000000,MSFT
2024-01-23,392.026494,395.622345,390.223611,395.146851,,20525900.000000,MSFT
2024-01-24,397.762069,401.813584,396.682328,398.772461,,24867000.000000,MSFT
2024-01-25,400.515917,403.180610,398.742750,401.060730,,21021200.000000,MSFT
2024-01-26,400.565379,402.348462,398.643630,400.129517,,17803300.000000,MSFT
2024-01-29,402.239544,406.122676,400.525810,405.865112,,24510200.000000,MSFT
2024-01-30,408.381211,409.163757,402.625878,404.745728,,33477600.000000,MSFT
2024-01-31,403.131077,411.412437,393.472811,393.839325,,47871100.000000,MSFT
2024-02-01,398.049292,404.161254,398.019575,399.980957,,30657700.000000,MSFT
2024-02-02,400.010697,408.767521,399.763049,407.350983,,28245000.000000,MSFT
2024-02-05,406.043418,407.291573,400.189019,401.833405,,25352300.000000,MSFT
2024-02-06,402.061211,404.131543,399.119153,401.674866,,18382600.000000,MSFT
2024-02-07,403.606563,410.402006,403.566931,410.154358,,22340500.000000,MSFT
2024-02-08,410.154343,411.650145,408.648655,410.213776,,21225300.000000,MSFT
2024-02-09,411.343078,416.860680,411.184580,416.593201,,22032800.000000,MSFT
2024-02-12,416.603088,416.781387,410.847755,411.352966,,21202900.000000,MSFT
2024-02-13,401.130049,406.211788,399.594645,402.497070,,27824900.000000,MSFT
2024-02-14,404.978166,406.734744,401.504685,406.387390,,20401200.000000,MSFT
2024-02-15,405.047629,406.030119,401.226794,403.479584,,21825500.000000,MSFT
2024-02-16,404.868980,405.196496,400.383238,400.998535,,22281100.000000,MSFT
2024-02-20,400.184701,401.425230,394.994347,399.738129,,24307900.000000,MSFT
2024-02-21,397.138001,399.241934,394.210341,399.132751,,18631100.000000,MSFT
2024-02-22,407.082076,409.702058,405.474356,408.531006,,27009900.000000,MSFT
2024-02-23,412.520590,412.709123,405.871342,407.230957,,16295900.000000,MSFT
2024-02-26,408.342461,409.037170,404.273520,404.452179,,16193500.000000,MSFT
2024-02-27,404.898754,405.226271,400.790138,404.392639,,14835800.000000,MSFT
2024-02-28,405.087305,406.198814,402.248989,404.630798,,13183100.000000,MSFT
2024-02-29,405.543865,411.061736,402.844472,410.505981,,31947300.000000,MSFT
2024-03-01,408.153876,412.719029,407.766847,412.351837,,17800300.000000,MSFT
2024-03-04,410.307448,414.187826,409.195939,411.776245,,17596000.000000,MSFT
2024-03-05,410.823486,411.111297,397.604432,399.599182,,26919200.000000,MSFT
2024-03-06,399.916794,402.090204,395.371509,399.043457,,22344100.000000,MSFT
2024-03-07,403.042902,406.675174,399.192295,406.040039,,18718500.000000,MSFT
2024-03-08,404.868958,407.310340,401.266457,403.142151,,17971700.000000,MSFT
2024-03-11,400.700827,402.606262,398.219768,401.455048,,16120800.000000,MSFT
2024-03-12,404.531519,412.421295,403.707821,412.133484,,22457000.000000,MSFT
2024-03-13,414.932165,415.011545,408.332556,411.954895,,17115900.000000,MSFT
2024-03-14,417.055891,424.578475,414.822939,421.998169,,34157300.000000,MSFT
2024-03-15,416.113112,419.398030,409.662361,413.264862,,45049800.000000,MSFT
2024-03-18,411.111274,417.542186,410.644834,414.158020,,20106000.000000,MSFT
2024-03-19,414.664149,418.475081,412.401426,418.217041,,19837900.000000,MSFT
2024-03-20,418.802610,422.732598,417.472767,422.008148,,17860100.000000,MSFT
2024-03-21,426.573236,427.555755,423.923483,426.116730,,21296200.000000,MSFT
2024-03-22,426.444264,426.603025,422.841763,425.491516,,17636500.000000,MSFT
2024-03-25,422.018039,424.171611,418.415538,419.656067,,18060500.000000,MSFT
2024-03-26,422.385218,422.762344,418.157516,418.455231,,16725600.000000,MSFT
2024-03-27,421.224112,421.234045,415.835261,418.236908,,16705000.000000,MSFT
2024-03-28,417.770459,418.673568,415.944404,417.532288,,21871200.000000,MSFT
2024-04-01,420.737821,424.647971,419.020918,421.353119,,16316000.000000,MSFT
2024-04-02,416.926886,419.179706,414.674097,418.246826,,17912000.000000,MSFT
2024-04-03,416.549797,420.053050,415.914632,417.264343,,16502300.000000,MSFT
2024-04-04,421.769920,425.422061,414.406157,414.713806,,19370900.000000,MSFT
2024-04-05,416.827697,423.278449,415.150500,422.295929,,16544300.000000,MSFT
2024-04-08,421.948578,424.042576,420.092721,421.372955,,14272400.000000,MSFT
2024-04-09,423.208962,424.499100,418.425475,423.050171,,12512300.000000,MSFT
2024-04-10,418.991170,420.817225,416.520046,420.053070,,16216600.000000,MSFT
2024-04-11,422.593685,426.116775,419.159878,424.687683,,17966400.000000,MSFT
2024-04-12,420.837042,421.958485,416.589472,418.703339,,19232100.000000,MSFT
2024-04-15,423.367779,423.586113,410.297551,410.505981,,20273500.000000,MSFT
2024-04-16,411.428878,415.229845,410.595246,411.438782,,16765600.000000,MSFT
2024-04-17,414.088587,415.706242,407.221005,408.719574,,15855500.000000,MSFT
2024-04-18,407.518736,408.769199,400.889357,401.206909,,21029900.000000,MSFT
2024-04-19,400.968749,402.407775,394.756170,396.095947,,30276500.000000,MSFT
2024-04-22,397.048660,399.797691,392.751481,397.921997,,20286900.000000,MSFT
2024-04-23,401.177147,405.107165,400.006095,404.481934,,15734500.000000,MSFT
2024-04-24,406.456844,409.344799,403.697909,405.960632,,15065300.000000,MSFT
2024-04-25,391.044521,396.860137,385.089982,396.016571,,40586500.000000,MSFT
2024-04-26,409.047076,409.870774,402.685639,403.241394,,29694700.000000,MSFT
2024-04-29,402.179510,403.241410,396.165427,399.202240,,19582100.000000,MSFT
2024-04-30,398.447966,399.112903,386.221335,386.380096,,28781400.000000,MSFT
2024-05-01,389.635269,398.676260,387.352707,391.947632,,23562500.000000,MSFT
2024-05-02,394.646994,396.899783,391.659790,394.825623,,17709400.000000,MSFT
2024-05-03,399.231978,404.065074,398.815147,403.578796,,17446700.000000,MSFT
2024-05-06,405.662926,410.793737,403.291020,410.406708,,16996600.000000,MSFT
2024-05-07,411.518224,411.528158,405.990420,406.238525,,20018200.000000,MSFT
2024-05-08,405.077405,409.106641,403.628445,407.429443,,11792300.000000,MSFT
2024-05-09,407.459182,409.592886,406.000319,409.195923,,14689700.000000,MSFT
2024-05-10,409.811246,412.232761,408.679869,411.597595,,13402300.000000,MSFT
2024-05-13,414.842831,415.180251,407.707306,410.585327,,15440200.000000,MSFT
2024-05-14,408.898199,414.326755,408.431759,413.403809,,15109300.000000,MSFT
2024-05-15,415.481727,421.357531,414.855368,420.631744,,22239500.000000,MSFT
2024-05-16,419.359143,422.958221,417.917552,418.553833,,17530100.000000,MSFT
2024-05-17,420.094885,420.472691,415.610973,417.778351,,15352200.000000,MSFT
2024-05-20,417.778313,424.300349,417.559585,422.878632,,16272100.000000,MSFT
